date,open,high,low,close,volume,symbol,section,sentence,agent_prob_pos,agent_prob_neg,agent_prob_neu,sentiment_intensity,reasoning,bert_pred_label,bert_prob_neu,bert_prob_pos,bert_prob_neg,bert_sentiment,agent_sentiment,sentiment,sentiment_divergence,avg_sentiment,std_sentiment,avg_pos,avg_neg,max_pos,max_neg,news_count,net_sentiment,direction,return
2019-11-04 13:00:00,64.08983,64.16205,64.05,64.16205,2818508,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,0.1106236976555985
2019-11-04 13:30:00,64.1625,64.24875,64.12,64.2025,3621996,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,0.0630434968957649
2019-11-04 14:00:00,64.20125,64.235,64.1425,64.18,3074056,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,-0.0350453642770864
2019-11-04 14:30:00,64.1775,64.34005,64.1725,64.34,4231860,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,0.2492988469928292
2019-11-04 15:00:00,64.33875,64.385,64.23,64.30823,5461988,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,-0.0493783027665672
2019-11-04 15:30:00,64.3075,64.46125,64.2875,64.375,9391572,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,0.1038280792365231
2019-11-05 09:30:00,64.27,64.4125,64.085,64.33,13301500,AAPL,POLITICS,"U.S., China Consider Rolling Back Tariffs as Part of Initial Trade Deal. The two countries have agreed in principle to the first of several phases of an agreement to end the trade war",0.62,0.0,0.38,0.62,Tariffs Rolling Back 可能幫助 AAPL 達到利潤,0.0,0.503197886578946,0.3118100239119342,0.1849920895091198,0.1268179344028144,0.62,0.3240907606416886,0.4931820655971856,0.0986388341575418,0.2070139288065265,0.2102865295570646,0.4592218059611616,0.3118100239119342,0.6895876403285388,3.0,-0.248935276404097,利多 (Bullish),-0.0699029126213668
2019-11-05 09:30:00,64.27,64.4125,64.085,64.33,13301500,AAPL,Mad Money,"Stay away from Wayfair's 'toxic' stock, Jim Cramer says. CNBC's Jim Cramer says Wayfair's stock has become ""toxic.""  ""This has become a momentum stock without any momentum, which is why I think you need to stay the heck away from it,"" the ""Mad Money"" host advises.  The online furniture seller's stock has been hurt by slowing sales growth, the U.S.-China trade war and shifting investor sentiment, Cramer says.",0.62,0.0,0.38,0.62,Tariffs Rolling Back 可能幫助 AAPL 達到利潤,2.0,0.1723020366253789,0.1381103230460822,0.6895876403285388,-0.5514773172824566,0.62,-0.0828863903694739,1.1714773172824566,0.0986388341575418,0.2070139288065265,0.2102865295570646,0.4592218059611616,0.3118100239119342,0.6895876403285388,3.0,-0.248935276404097,無,0.0
2019-11-05 09:30:00,64.27,64.4125,64.085,64.33,13301500,AAPL,Mad Money,"Jim Cramer: The same obstacles that scared investors drove the market to record highs. Uncertainties surrounding impeachment, a potential recession, inflation and tariffs have become market catalysts, CNBC's Jim Cramer says. These obstacles ""cause investors to go negative and then, as the averages rally, these same people come back in at higher levels, sending us still higher,"" the ""Mad Money"" host says. ""The panicked money managers ... represent the fuel that this market needs to go higher, and right now this rally [has] fuel in spades,"" he says.",0.62,0.0,0.38,0.62,Tariffs Rolling Back 可能幫助 AAPL 達到利潤,2.0,0.3159750702409961,0.1809392417131776,0.5030856880458262,-0.3221464463326486,0.62,0.0547121322004108,0.9421464463326484,0.0986388341575418,0.2070139288065265,0.2102865295570646,0.4592218059611616,0.3118100239119342,0.6895876403285388,3.0,-0.248935276404097,無,0.0
2019-11-05 10:00:00,64.33,64.4875,64.1775,64.3025,9146728,AAPL,World Economy,"Blackstone's Schwarzman: I wouldn't be surprised if trade war cools over time. In October, the U.S. and China reached a truce in a long-running trade war and started working to finalize a ""phase one"" trade agreement that includes a pause in tariff escalation and Chinese purchases of U.S. agriculture products. President Donald Trump also said last week that the phase one trade deal represents 60% of a long-term agreement. But China has been pushing the U.S. to remove more tariffs imposed in September as part of a ""phase one"" U.S.-China trade deal, people familiar with the negotiations told Reuters on Monday.",0.0,0.0,0.0,,,0.0,0.6935657900978119,0.1384128252368013,0.1680213846653867,-0.0296085594285854,0.0,-0.0177651356571512,0.0296085594285854,-0.0177651356571512,,0.1384128252368013,0.1680213846653867,0.1384128252368013,0.1680213846653867,1.0,-0.0148042797142927,無,-0.0427483289289654
2019-11-05 10:30:00,64.3025,64.5475,64.3025,64.3775,7008320,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,0.1166362116558517
2019-11-05 11:00:00,64.38,64.44225,64.275,64.28165,4439832,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,-0.1488874218476876
2019-11-05 11:30:00,64.28005,64.3875,64.27,64.3775,3148272,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,0.1491094270293258
2019-11-05 12:00:00,64.3775,64.4775,64.2875,64.36,3548328,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,-0.0271834103529933
2019-11-05 12:30:00,64.36,64.4325,64.3,64.395,5281948,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,0.0543816034804134
2019-11-05 13:00:00,64.395,64.5025,64.39247,64.4575,3814300,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,0.0970572249398227
2019-11-05 13:30:00,64.4575,64.4975,64.41625,64.4525,2608688,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,-0.0077570492184708
2019-11-05 14:00:00,64.45125,64.45125,64.3925,64.40875,3074260,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,-0.0678794461037246
2019-11-05 14:30:00,64.41,64.5475,64.40255,64.4775,3643516,AAPL,Markets,"SEC urged to end the 'issuer pay' bond ratings model once tied to the financial crisis. The ""issuer pay"" model allows bond issuers to pay credit agencies for ratings. The practice came under fire during the financial crisis over high ratings given to risky mortgages that ultimately collapsed.",0.0,0.0,0.0,,,2.0,0.156527172255869,0.1367979976158639,0.7066748301282668,-0.569876832512403,0.0,-0.3419260995074417,0.569876832512403,-0.3419260995074417,,0.1367979976158639,0.7066748301282668,0.1367979976158639,0.7066748301282668,1.0,-0.2849384162562015,無,0.1067401556465785
2019-11-05 15:00:00,64.48125,64.5125,64.42125,64.43,3945024,AAPL,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,無,-0.0736691093792374
